nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
13108031,"2017년 8월분  서울역사박물관 청계천박물관 부서운영업무추진비 사용내역",http://opengov.seoul.go.kr/public/13108031,사업소,서울역사박물관,청계천박물관,,,2017,8,,,,"서울역사박물관 청계천박물관","2017-08-29 16:19","이마트왕십리점(성동구 왕십리 광장로17))","내방인 접객을 위한 다과물품 구입(녹차 등)","청계천박물관장 등 7명",카드,70950
13108031,"2017년 8월분  서울역사박물관 청계천박물관 부서운영업무추진비 사용내역",http://opengov.seoul.go.kr/public/13108031,사업소,서울역사박물관,청계천박물관,,,2017,8,,,,"서울역사박물관 청계천박물관","2017-08-21 12:05","마장대로 파리바게뜨","내방인 접객을 위한 다과물품 구입","청계천박물관장 등 7명",카드,27500
13108031,"2017년 8월분  서울역사박물관 청계천박물관 부서운영업무추진비 사용내역",http://opengov.seoul.go.kr/public/13108031,사업소,서울역사박물관,청계천박물관,,,2017,8,,,,"서울역사박물관 청계천박물관","2017-08-01 15:06","청계벽산슈퍼 (성동구 하왕십리258))","내방인 접객을 위한 다과물품 구입(녹차 등)","청계천박물관장 등 7명",카드,52150
13108037,"2017년 8월 사업소_상수도사업본부_서부수도사업소_요금과 업무추진비 내역",http://opengov.seoul.go.kr/public/13108037,사업소,상수도사업본부,서부수도사업소,요금과,,2017,8,,,,요금과,"2017-08-29 12:32","채선당 (서대문구 홍제동 469)","현안업무관련 간담회 실시","요금과장외 6",카드,65000
13108037,"2017년 8월 사업소_상수도사업본부_서부수도사업소_요금과 업무추진비 내역",http://opengov.seoul.go.kr/public/13108037,사업소,상수도사업본부,서부수도사업소,요금과,,2017,8,,,,요금과,"2017-08-22 12:19","한도올 (서대문구 통일로 26길 7)","현안업무관련 간담회 실시","요금과장외 3",카드,20000
13108037,"2017년 8월 사업소_상수도사업본부_서부수도사업소_요금과 업무추진비 내역",http://opengov.seoul.go.kr/public/13108037,사업소,상수도사업본부,서부수도사업소,요금과,,2017,8,,,,요금과,"2017-08-08 12:36","부자만두 (은평구 서오릉로 6)","현안업무관련 간담회 실시","요금과장외 4",카드,42000
13139924,"2017년 8월 서울시본청_감사위원회_조사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13139924,서울시본청,감사위원회,조사담당관,,,2017,8,,,,"감사위원회 조사담당관","2017-08-28 12:36","새봄떡국국수 (종로구 새문안로) 외 24건","기강감찰 행정소요경비 지급","김정영조사관 외 8명",카드,506080
13139924,"2017년 8월 서울시본청_감사위원회_조사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13139924,서울시본청,감사위원회,조사담당관,,,2017,8,,,,"감사위원회 조사담당관","2017-08-14 11:58","창고43시청점(중구 서소문로)","재산등록 고지거부 허가 심사 검토회","조사담당관 외 5명",카드,72000
13139924,"2017년 8월 서울시본청_감사위원회_조사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13139924,서울시본청,감사위원회,조사담당관,,,2017,8,,,,"감사위원회 조사담당관","2017-08-11 13:32","채움(마포구 신촌로)","수시 재산신고 사전정보 조회대상자 선정 관련 검토회","조사담당관 외 2명",카드,7800
13139924,"2017년 8월 서울시본청_감사위원회_조사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13139924,서울시본청,감사위원회,조사담당관,,,2017,8,,,,"감사위원회 조사담당관","2017-08-02 12:19","진대감(강남구 남부순환로) 외 23건","기강감찰 행정소요경비 지급","김정영조사관 외 8명",카드,454300
13139924,"2017년 8월 서울시본청_감사위원회_조사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13139924,서울시본청,감사위원회,조사담당관,,,2017,8,,,,"감사위원회 조사담당관","2017-08-01 12:56","동대문설렁탕(종로구 종로)","관할별 주택백지신탁 운영현황 파악 검토회","조사담당관 외 6명",카드,125000
13139924,"2017년 8월 서울시본청_감사위원회_조사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13139924,서울시본청,감사위원회,조사담당관,,,2017,8,,,,"감사위원회 조사담당관","2017-08-01 13:12","스타일카페(종로구 세문안로3길)","부서운영에 필요한 소모품 구입","조사담당관 외 38명",카드,255000
13139926,"2017년 8월 사업소_상수도사업본부_강남수도사업소_현장민원과 업무추진비 내역",http://opengov.seoul.go.kr/public/13139926,사업소,상수도사업본부,강남수도사업소,현장민원과,,2017,8,,,,강남수도사업소현장민원과,"2017-08-23 16:39","강남구 도곡동 423-7(모닝글로리도곡점)",커피등구매비지급,16명,카드,283000
13139926,"2017년 8월 사업소_상수도사업본부_강남수도사업소_현장민원과 업무추진비 내역",http://opengov.seoul.go.kr/public/13139926,사업소,상수도사업본부,강남수도사업소,현장민원과,,2017,8,,,,강남수도사업소현장민원과,"2017-08-14 12:08","강남구 대치동 629 지하1층(우리네코다리)",간담회비용지급,4명,카드,33000
13123366,"2017년 8월 서울시본청_도시교통본부_자전거정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/13123366,서울시본청,도시교통본부,자전거정책과,,,2017,8,,,,"도시교통본부 자전거정책과","2017-08-30 12:40",대복(세종대로14길),"2017 자전거축제 및 포럼 추진직원 격려 간담회 실시","자전거정책과장 외 8명",카드,150000
13123366,"2017년 8월 서울시본청_도시교통본부_자전거정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/13123366,서울시본청,도시교통본부,자전거정책과,,,2017,8,,,,"도시교통본부 자전거정책과","2017-08-29 21:41","참치가좋은날(성동구 왕십리로410)","공공자전거 대여소 설치공사 추진상황 검토 간담회 실시","자전거정책과장, 시설공단 관리팀장 외 10명",카드,211000
13123366,"2017년 8월 서울시본청_도시교통본부_자전거정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/13123366,서울시본청,도시교통본부,자전거정책과,,,2017,8,,,,"도시교통본부 자전거정책과","2017-08-28 20:21","장호왕곱창(중구 서소문로 83-1)","2017 자전거축제 및 포럼 추진상황 검토 간담회 실시","자전거정책과장 외 3명",카드,50000
13123366,"2017년 8월 서울시본청_도시교통본부_자전거정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/13123366,서울시본청,도시교통본부,자전거정책과,,,2017,8,,,,"도시교통본부 자전거정책과","2017-08-28 12:25","미자네닭전문점(중구 서소문동 129-1)","방치자전거 특별점검 추진계획 검토 간담회 실시","자전거정책과장 외 7명",카드,89000
