nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-25 20:44","신호북창동점 (중구 세종대로188길)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 5명",카드,62000
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-19 21:01","투데이 (중구 서소문로)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 3명",카드,20000
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-18 20:59","양푼가 (중구 세종대로23길)","보건복지전문위원실 직원 격려 간담회","수석전문위원 외 7명",카드,90000
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-18 12:14","잔치집 (중구 세종대로16길)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 3명",카드,23500
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-12 12:45","진동횟집 (중구 세종대로14길)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 3명",카드,39000
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-07 11:43","강남면옥 (중구 새안문로)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 3명",카드,37000
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-07 20:40","안성또순이 (중구 경희궁길)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 8명",카드,165000
13572535,"2017년 9월 의회사무처_보건복지전문위원실 업무추진비 내역",http://opengov.seoul.go.kr/public/13572535,의회사무처,보건복지전문위원실,,,,2017,9,,,,보건복지전문위원실,"2017-09-04 22:10","북창터 (중구 세종대로)","보건복지위원회 소관 조례 자료수집을 위한 간담회","수석전문위원 외 11명",카드,280000
13481443,"2017년 9월 의회사무처_의사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13481443,의회사무처,의사담당관,,,,2017,9,,,,"시의회사무처 의사담당관","2017-09-28 12:47","(주)플라토스호스피 (용산구 녹사평대로)","ONE-STOP 네트워크 연구용역 보고회 관련 간담회비 지급","의사담당관 외 6명",카드,114000
13481443,"2017년 9월 의회사무처_의사담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13481443,의회사무처,의사담당관,,,,2017,9,,,,"시의회사무처 의사담당관","2017-09-27 12:59","(주)월향 (마포구 와우산로29길)","하반기 청소년 의회교실 업무분장 관련 간담회비 지급","의사담당관 외 9명",카드,198000
