nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-20 12:21","문어세상(서울 중구 세종대로 74-1)","제284회 정례회 관련 자료 수집을 위한 간담회비 지급",2,카드,21000
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-18 13:47","영농조합법인제주귀한(제주 서귀포시 대포동서로)","제284회 정례회 관련 자료 조사 간담회를 위한 다과 구입비 지급",15,카드,100000
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-17 11:02","낙성장애인자립생활센(서울 관악구 신림로 135)","제284회 정례회 관련 자료 조사 간담회를 위한 다과 구입비 지급",10,카드,40000
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-14 19:28","문어세상(서울 중구 세종대로 74-1)","제284회 정례회 관련 자료 수집을 위한 간담회비 지급",5,카드,101000
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-11 12:13","포메인(서울 중구 서소문로11길 6-1)","제284회 정례회 관련 자료 수집을 위한 간담회비 지급",4,카드,59500
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-10 13:10","서울시청카페／뜨락(서울 중구 덕수궁길)","제284회 정례회 관련 자료 수집을 위한 간담회비 지급",4,카드,15000
16323650,"2018년 9월 의회사무처 환경수자원전문위원실 업무추진비 - 시책추진",http://opengov.seoul.go.kr/public/16323650,의회사무처,환경수자원전문위원실,,,,2018,9,,,,환경수자원전문위원실,"2018-09-05 20:28","영일원(서울 중구 서소문로 133)","제284회 정례회 관련 자료 수집을 위한 간담회비 지급",5,카드,63500
16322784,"2018년 9월 서울시본청 문화본부 문화시설추진단 문화시설과 업무추진비 - 정원가산 시책추진 부서운영",http://opengov.seoul.go.kr/public/16322784,서울시본청,문화본부,문화시설추진단,문화시설과,,2018,9,,,,"문화본부 문화시설과","2018-08-31 13:02","해피머니아이엔씨(성남시 분당구 판교로 253)","부서 직원 격려 문화상품권 구입","문화시설과장 등 13명",카드,117520
16322784,"2018년 9월 서울시본청 문화본부 문화시설추진단 문화시설과 업무추진비 - 정원가산 시책추진 부서운영",http://opengov.seoul.go.kr/public/16322784,서울시본청,문화본부,문화시설추진단,문화시설과,,2018,9,,,,"문화본부 문화시설과","2018-08-31 13:01","해피머니아이엔씨(성남시 분당구 판교로 253)","부서 직원 생일축하 문화상품권 구입","문화시설과장 등 13명",카드,117520
16322784,"2018년 9월 서울시본청 문화본부 문화시설추진단 문화시설과 업무추진비 - 정원가산 시책추진 부서운영",http://opengov.seoul.go.kr/public/16322784,서울시본청,문화본부,문화시설추진단,문화시설과,,2018,9,,,,"문화본부 문화시설과","2018-09-20 12:09",더메나쥬리(중구소공로63),"부서 직원 차담회 다과","문화시설과장 등 3명",카드,20000
16322784,"2018년 9월 서울시본청 문화본부 문화시설추진단 문화시설과 업무추진비 - 정원가산 시책추진 부서운영",http://opengov.seoul.go.kr/public/16322784,서울시본청,문화본부,문화시설추진단,문화시설과,,2018,9,,,,"문화본부 문화시설과","2018-09-20 12:09","창고43(중구 서소문로 120)","동북권 아동청소년 예술교육센터 건립 관련 간담회","문화시설과장 등 3명",카드,34000
