nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-30 13:30","주식회사　동원브이아   (중구 세종대로 135)","SM엔터테인먼트 관계자 면담 및 간담회","문화본부장 외 3",카드,112000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-30 12:43","구이구이   (중구 을지로1가 6)","부서 신규 발령직원 격려","문화정책과장 외 6",카드,103000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-30 12:25","육각고기   (중구 세종대로 18길)","문화영향평가 보고회 관련 간담회","문화정책팀장 외2",카드,48000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-29 12:40","일품가든 (중구 서소문로 109-10)","자치구 공동협력사업 평가 관련 간담회","문화정책팀장 외3",카드,115400
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-28 20:12","본도시락（서소문점）   (서대문구 서소문로27)","2019년 예산(안)상임위원회 예비심사 관계직원 격려","문화본부장 외4",카드,88000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-27 13:18","（주）바닷가작은부엌    (중구 덕수궁길 7)","2019년 마을예술창작소 발전방향 관련 간담회","문화정책과장 외3",카드,75000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-27 12:08","한와담　광화문점  (중구 세종대로 21길40)","2019년도 예산(안) 검토 및 간담회","문화본부장 외 2",카드,37000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-26 12:45","（주）월향  (중구 세종대로 21길30)","본부 투자출연기관 간담회 및 오찬","문화본부장 외6",카드,165000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-23 12:41","장호왕곱창    (중구 서소문로)","주요 현안업무 추진 직원 격려","문화본부장 외 3",카드,53000
16713857,"2018년 11월 서울시본청_문화본부_문화정책과 업무추진비 내역",http://opengov.seoul.go.kr/public/16713857,서울시본청,문화본부,문화정책과,,,2018,11,,,,"문화본부 문화정책과","2018-11-23 12:38","브라카    (중구 정동길 35)","헝가리 부다페스트 구청장 면담 및 간담회","문화정책과장 외 4",카드,147400
