nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 중곡119안전센터","2018-10-29 19:17","유일설렁탕 (광진구 용마산로 )","직원 격려간담회","센테장 외  6명",카드,108000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 중곡119안전센터","2018-10-17 11:30","대원할인마트 (광진구 용마산로 )","민원인 접대용  차구매",중곡119안전센터,카드,80000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 중곡119안전센터","2018-10-17 19:20","장원 참숯 민물장어 (광진구 면목로)","직원 격려간담회","1팀장 외  10명",카드,320000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서  능동119안전센터","2018-10-30 18:24","하이난(광진구 능동로)","복지후생을 위한 간담회","센터장 외 5명",카드,108000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서  능동119안전센터","2018-10-19 16:36","매화식당(광진구 아차산로)","복지후생을 위한 간담회","1팀장 외 13명",카드,400000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 현장대응단","2018-10-18 19:24","동해수산(강동구 천호대로)","직원간담회 개최","현장대응단 1팀장 외 25명",카드,760000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 예방과","2018-10-23 11:06","하이웨이마트 구의점(광진구 광나루로)","직원 및 민원접대용 탕비물품 구입","예방과장 외 16명",카드,90070
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 재난관리과","2018-10-29 12:51","함흥면옥 (광진구 광나루로)","복지후생을 위한 간담회","재난관리과장 외 6명",카드,175000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 소방행정과","2018-11-05 13:00",-,"소속 상근직원 경조사비 지급",광진소방서장,현금,50000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 소방행정과","2018-11-05 13:00",-,"소속 상근직원 경조사비 지급",광진소방서장,현금,50000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 소방행정과","2018-10-25 09:15","IBK기업은행 (광진구 광나루로)","2018년 11월 직원 생일자 축하품(온누리상품권) 구매","지방소방교 정주현",카드,260000
16436512,"2018년 10월 소방재난본부(소방서) 광진소방서 소방행정과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/16436512,소방재난본부(소방서),광진소방서,소방행정과,,,2018,10,,,,"광진소방서 소방행정과","2018-10-25 09:36","하이웨이마트 (광진구 광나루로)","소방행정과 부서운영 커피(믹스) 구매","광진소방서장 외 9명",카드,129700
