nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount,bimok
22581299,"2021년 3월 소방재난본부(소방서) 소방학교 소방과학연구센터 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/22581299,소방재난본부(소방서),소방학교,소방과학연구센터,,,2021,3,,,,"소방학교  소방과학연구센터","2021-03-17 14:30","롯데마트 은평점(은평구 통일로 1051)","부서운영물품구입(커피 등)","센터장 윤영란 등 6명",제로페이,249210,부서
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-31 12:24","훈민정(서울시 중구 서소문로 132)","서울캠핑장 운영 방안 개선 관련 간담회 개최 비용 지급","교육정책과장 등 4명",제로페이,49000,시책
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-31 19:51","강서면옥(서울 중구 세종대로 11길 25)","중소형 학원 대상 합동점검 관련 간담회 개최 비용 지급","교육정책팀장 등 4명",제로페이,116000,시책
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-31 21:07","동원VIP참치 서소문점(서울시 중구 세종대로11길 42)","학부모 안심식재료 모니터링단 구성 관련 간담회 개최 비용 지급","평생교육국장 등 4명",제로페이,114000,기관
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-30 12:15","고려삼계탕(서울시 중구 서소문로11길 1)","평생교육 2030 기본계획 용역 보고자료 검토 관련 간담회 개최 비용 지급","평생교육국장 등 4명",제로페이,64000,기관
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-29 18:12","동원VIP참치 서소문점(서울시 중구 세종대로11길 42)","상반기 시립청소년시설 안전점검 계획수립 관련 간담회 개최 비용 지급","평생교육국장 등 4명",제로페이,112000,기관
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-26 12:02","잼배옥(서울시 중구 세종대로9길 68-9)","공공급식 안심식재료 지킴이단 추진 간담회 개최 비용 지급","평생교육국장 등 4명",제로페이,42000,기관
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-26 20:01","우도일식(서울시 중구 세종대로 124 (태평로1가))","고교 예체능장학금 전문가 간담회 개최 비용 지급","평생교육국장 등 4명",제로페이,116000,기관
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-25 12:19","우도일식(서울시 중구 세종대로 124 (태평로1가))","여성가족부 국고보조금사업 정산 관련 간담회 개최 비용 지급","평생교육국장 등 4명",제로페이,45000,시책
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-25 12:54","cafe imt 시청3청사점(서울시 중구 서소문로 124 (서소문동))","20회계연도 결산검사 수검계획 검토 회의 개최 비용 지급","교육정책과장 등 4명",제로페이,83000,시책
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-24 11:54","정동집(서울시 중구 정동길 41-3 (정동))","시민자원활동가 모두아띠 간담회 개최 비용 지급","평생교육국장 등 3명",제로페이,30000,시책
22581681,"2021년 3월 서울시본청 평생교육국 교육정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/22581681,서울시본청,평생교육국,교육정책과,,,2021,3,,,,"평생교육국 교육정책과","2021-03-24 12:54","㈜바닷가작은부엌덕수궁점(서울시 중구 덕수궁길7(태평로2가))","코로나19 민생 활성화 방안 간담회 개최 비용 지급","교육정책과장 등 4명",제로페이,85000,시책
