nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
23299352,"2021년 6월 사업소 아동복지센터 업무추진비 - 정원가산 부서운영",http://opengov.seoul.go.kr/expense/23299352,사업소,아동복지센터,,,,2021,6,0,0,,아동복지센터,"2021-06-02 12:59",단미그린비,"생활관 아동 보육 간담회","소장 외 2명",카드,75000
23299352,"2021년 6월 사업소 아동복지센터 업무추진비 - 정원가산 부서운영",http://opengov.seoul.go.kr/expense/23299352,사업소,아동복지센터,,,,2021,6,0,0,,아동복지센터,"2021-06-17 12:59",㈜태승물산,"직원 생일축하 도서 문화상품권 구입","권선아 외 6명",카드,127230
23299352,"2021년 6월 사업소 아동복지센터 업무추진비 - 정원가산 부서운영",http://opengov.seoul.go.kr/expense/23299352,사업소,아동복지센터,,,,2021,6,0,0,,아동복지센터,"2021-06-11 12:26",툇마루밥상,"센터 아동 보육 간담회","소장 외 3명",카드,75000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 공단119안전센터","2021-06-15 13:53","엠엠피아이 주식회사(서울특별시 송파구 정의로 67)","공단119안전센터 직원 및 방문민원인 응대를 위한 커피류 구매","공단119안전센터 직원 및 방문민원인",카드,78870
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 공단119안전센터","2021-06-23 10:31","황제해물보삼(서울특별시 구로구 디지털로32길 92)","코로나 확산방지 및 직원화합을 위한 3팀직원 간담회 실시를 위한 선결제(배달)",공단119안전센터3팀(14명),제로페이,370000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 신도림119안전센터","2021-06-24 14:21","동서네낚지(서울특별시 구로구 신도림로 29)","신도림119안전센터 코로나대응 직원 화합 격려 간담회(포장)","2팀장 경민호 등 13명",제로페이,300000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 신도림119안전센터","2021-06-18 11:25","동서네낚지(서울특별시 구로구 신도림로 29)","신도림119안전센터 코로나대응 격려 간담회(포장)","센터장 박종숙 등 8명",제로페이,100000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 신도림119안전센터","2021-06-08 13:45","알뜰할인마트(서울특별시 구로구 신도림로 11길 8)","신도림119안전센터 직원 및 방문민원인 응대용 커피 등 구입","신도림119안전센터 직원 및 방문민원인 응대용",제로페이,100000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 시흥119안전센터","2021-06-24 18:00","사조회참치(서울특별시 금천구 시흥대로59길17)","시흥119안전센터 직원 격려 및 사기진작 간담회(포장)","소방위 신희광 등 12명",제로페이,287600
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 시흥119안전센터","2021-06-22 13:29","어부네생선구이굴밥(서울특별시 금천구 시흥대로50길12-6)","코로나에 따른 출동대원 격려 및 간담회(배달)","시흥119안전센터 센터장님외 9명",제로페이,200000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 시흥119안전센터","2021-06-11 10:27","경기할인마트(서울특별시 금천구 시흥대로41길11)","시흥119안전센터 직원 및 방문민원인 응대용 다과류 구매","시흥119안전센터 직원 및 센터방문 민원인 다수",제로페이,147400
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 독산119안전센터","2021-06-23 13:09","우리나라(서울특별시 금천구 시흥대로84가길24)","독산센터 직원 소통 및 단합을 위한 간담회(배달 )","소방경 김치곤 등 22명",제로페이,352900
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 독산119안전센터","2021-06-22 11:32","청정우시장(서울특별시 금천구 독산로 235)","코로나 19 대응 직원 격려 및 사기진작을 위한 간담회(포장)","소방경 김치곤 등 7명",제로페이,100000
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 독산119안전센터","2021-06-22 11:27","해나온식자재마트(서울특별시 금천구 독산로 204)","독산119안전센터 직원 및 방문민원인 접대용 커피 등 차류 구매","독산119안전센터 직원 및 방문민원인 다수",제로페이,97100
23247263,"2021년 6월 소방재난본부(소방서) 구로소방서 업무추진비 - 전체",http://opengov.seoul.go.kr/expense/23247263,소방재난본부(소방서),구로소방서,,,,2021,6,0,0,"현업-우수부서 격려 등","구로소방서 구로119안전센터","2021-06-28 17:49","청양식당(서울특별시 구로구 구로동로173)","구로119안전센터 운전요원 화합 격려 간담회(배달)","소방위 김동현 등 6명",제로페이,100000
